payment_reference,occurrences,payment_ids,accounts,amounts,providers
TXN0000058480,2,1,1,1,1
TXN0000058489,2,2,2,2,2
TXN0000058495,2,2,2,2,2
TXN0000058512,4,4,4,4,3
TXN0000058544,2,2,2,2,2
TXN0000058581,2,2,2,2,2
TXN0000058600,2,2,2,2,2
TXN0000058623,2,1,1,1,1
TXN0000058629,2,2,2,2,2
TXN0000058681,4,4,4,4,3
TXN0000058700,2,2,2,2,2
TXN0000058703,2,2,2,2,2
TXN0000058706,2,2,2,2,2
TXN0000058712,3,3,3,3,3
TXN0000058716,2,2,2,2,2
TXN0000058724,2,2,2,2,2
TXN0000058734,2,2,2,2,2
TXN0000058787,2,1,1,1,1
TXN0000058802,3,2,2,2,2
TXN0000058827,3,2,2,2,2
TXN0000058828,2,2,2,2,2
TXN0000058849,2,2,2,2,2
TXN0000058864,2,2,2,2,2
TXN0000058889,2,2,2,2,2
TXN0000058901,2,2,2,2,2
TXN0000058909,2,1,1,1,1
TXN0000058918,2,2,2,2,2
TXN0000059002,2,2,2,2,2
TXN0000059025,2,2,2,2,2
TXN0000059042,2,1,1,1,1
TXN0000059054,2,2,2,2,2
TXN0000059068,3,2,2,2,2
TXN0000059070,2,2,2,2,2
TXN0000059093,2,2,2,2,2
TXN0000059110,2,2,2,2,1
TXN0000059138,2,2,2,2,2
TXN0000059151,2,1,1,1,1
TXN0000059196,2,2,2,2,2
TXN0000059210,2,2,2,2,2
TXN0000059219,2,2,2,2,2
TXN0000059222,2,2,2,2,2
TXN0000059235,3,3,3,3,3
TXN0000059301,2,2,2,2,2
TXN0000059303,2,1,1,1,1
TXN0000059318,2,2,2,2,2
TXN0000059339,2,2,2,2,2
TXN0000059363,2,2,2,2,2
TXN0000059364,2,2,2,2,2
TXN0000059419,2,2,2,2,2
TXN0000059422,2,2,2,2,2
TXN0000059429,2,2,2,2,2
TXN0000059432,2,1,1,1,1
TXN0000059442,2,2,2,2,2
TXN0000059449,2,2,2,2,2
TXN0000059482,2,2,2,2,1
TXN0000059495,2,1,1,1,1
TXN0000059500,2,2,2,2,2
TXN0000059545,2,2,2,2,2
TXN0000059549,2,2,2,2,2
TXN0000059557,3,3,3,3,3
TXN0000059566,4,3,3,3,3
TXN0000059593,2,2,2,2,2
TXN0000059630,2,2,2,2,2
TXN0000059649,2,2,2,2,2
TXN0000059652,2,2,2,2,2
TXN0000059653,2,2,2,2,2
TXN0000059662,2,2,2,2,2
TXN0000059667,2,2,2,2,2
TXN0000059669,2,2,2,2,2
TXN0000059674,2,2,2,2,2
TXN0000059684,3,2,2,2,2
TXN0000059686,4,4,4,4,2
TXN0000059687,2,2,2,2,2
TXN0000059722,2,2,2,2,2
TXN0000059735,2,2,2,2,2
TXN0000059749,3,2,2,2,2
TXN0000059768,2,2,2,2,2
TXN0000059769,2,2,2,2,1
TXN0000059777,2,2,2,2,2
TXN0000059787,2,1,1,1,1
TXN0000059802,4,4,4,4,4
TXN0000059806,2,2,2,2,2
TXN0000059812,2,2,2,2,2
TXN0000059864,2,1,1,1,1
TXN0000059870,2,2,2,2,2
TXN0000059873,2,2,2,2,2
TXN0000059956,2,2,2,2,2
TXN0000060003,2,2,2,2,2
TXN0000060017,3,3,3,3,3
TXN0000060039,2,2,2,2,2
TXN0000060047,2,2,2,2,2
TXN0000060060,3,3,3,3,2
TXN0000060089,2,2,2,2,2
TXN0000060110,2,1,1,1,1
TXN0000060132,2,1,1,1,1
TXN0000060168,2,2,2,2,2
TXN0000060189,2,2,2,2,2
TXN0000060194,2,2,2,2,2
TXN0000060201,2,2,2,2,2
TXN0000060203,2,2,2,2,2
TXN0000060243,3,3,3,3,3
TXN0000060255,2,2,2,2,1
TXN0000060287,2,2,2,2,2
TXN0000060332,3,2,2,2,2
TXN0000060333,2,2,2,2,2
TXN0000060364,3,3,3,3,3
TXN0000060391,3,3,3,3,3
TXN0000060426,2,2,2,2,2
TXN0000060455,2,2,2,2,2
TXN0000060484,3,3,3,3,3
TXN0000060509,2,2,2,2,2
TXN0000060598,2,2,2,2,2
TXN0000060636,2,2,2,2,2
TXN0000060645,2,2,2,2,2
TXN0000060648,2,1,1,1,1
TXN0000060652,2,2,2,2,2
TXN0000060669,2,2,2,2,2
TXN0000060676,2,2,2,2,2
TXN0000060679,2,2,2,2,2
TXN0000060692,2,2,2,2,2
TXN0000060695,2,2,2,2,1
TXN0000060744,2,2,2,2,2
TXN0000060754,2,2,2,2,2
TXN0000060774,2,2,2,2,2
TXN0000060779,2,2,2,2,2
TXN0000060798,2,2,2,2,2
TXN0000060843,2,2,2,2,2
TXN0000060849,2,2,2,2,2
TXN0000060893,3,3,3,3,3
TXN0000060904,3,2,2,2,2
TXN0000060914,2,2,2,2,2
TXN0000060943,2,2,2,2,2
TXN0000060978,2,2,2,2,2
TXN0000060982,2,2,2,2,2
TXN0000060999,2,2,2,2,2
TXN0000061017,2,2,2,2,2
TXN0000061029,2,2,2,2,2
TXN0000061071,3,3,3,3,3
TXN0000061082,2,2,2,2,2
TXN0000061101,2,2,2,2,2
TXN0000061149,2,2,2,2,2
TXN0000061161,2,2,2,2,2
TXN0000061168,2,2,2,2,2
TXN0000061192,2,2,2,2,1
TXN0000061215,2,1,1,1,1
TXN0000061242,2,1,1,1,1
TXN0000061270,3,3,3,3,3
TXN0000061271,2,2,2,2,2
TXN0000061282,2,2,2,2,2
TXN0000061288,2,2,2,2,1
TXN0000061302,2,2,2,2,2
TXN0000061331,2,2,2,2,2
TXN0000061365,2,2,2,2,2
TXN0000061370,2,2,2,2,2
TXN0000061381,3,2,2,2,2
TXN0000061438,2,2,2,2,2
TXN0000061517,2,2,2,2,2
TXN0000061528,3,3,3,3,3
TXN0000061535,2,2,2,2,2
TXN0000061572,2,2,2,2,2
TXN0000061581,2,2,2,2,2
TXN0000061621,3,3,3,3,3
TXN0000061632,2,2,2,2,2
TXN0000061659,3,3,3,3,3
TXN0000061660,3,3,3,3,3
TXN0000061682,2,2,2,2,2
TXN0000061700,2,2,2,2,2
TXN0000061703,2,2,2,2,2
TXN0000061807,2,1,1,1,1
TXN0000061865,2,2,2,2,2
TXN0000061872,2,2,2,2,2
TXN0000061886,2,1,1,1,1
TXN0000061895,2,2,2,2,2
TXN0000061898,2,2,2,2,2
TXN0000061899,2,2,2,2,2
TXN0000061903,2,2,2,2,2
TXN0000061920,2,2,2,2,2
TXN0000061949,2,2,2,2,2
TXN0000061956,2,2,2,2,2
TXN0000061968,2,2,2,2,2
TXN0000061978,2,2,2,2,2
TXN0000062002,2,2,2,2,2
TXN0000062018,2,2,2,2,2
TXN0000062026,3,3,3,3,3
TXN0000062032,3,3,3,3,3
TXN0000062033,2,2,2,2,1
TXN0000062035,2,2,2,2,2
TXN0000062063,2,2,2,2,2
TXN0000062067,2,2,2,2,2
TXN0000062105,3,3,3,3,2
TXN0000062186,2,2,2,2,2
TXN0000062201,2,2,2,2,2
TXN0000062203,2,2,2,2,2
TXN0000062229,2,2,2,2,2
TXN0000062270,2,2,2,2,2
TXN0000062289,2,2,2,2,2
TXN0000062292,2,2,2,2,2
TXN0000062295,2,2,2,2,2
TXN0000062308,2,2,2,2,2
TXN0000062318,4,4,4,4,4
TXN0000062359,2,2,2,2,2
TXN0000062380,2,2,2,2,2
TXN0000062383,2,2,2,2,2
TXN0000062385,2,2,2,2,2
TXN0000062463,3,3,3,3,2
TXN0000062497,2,2,2,2,1
TXN0000062501,2,2,2,2,2
TXN0000062504,2,2,2,2,2
TXN0000062535,2,2,2,2,2
TXN0000062541,2,2,2,2,2
TXN0000062551,2,2,2,2,2
TXN0000062557,2,2,2,2,2
TXN0000062561,2,2,2,2,2
TXN0000062582,2,2,2,2,2
TXN0000062585,2,1,1,1,1
TXN0000062588,2,2,2,2,2
TXN0000062596,2,2,2,2,2
TXN0000062603,2,2,2,2,2
TXN0000062634,2,2,2,2,2
TXN0000062643,3,3,3,3,3
TXN0000062672,2,2,2,2,2
TXN0000062683,2,2,2,2,2
TXN0000062756,2,2,2,2,2
TXN0000062785,2,2,2,2,2
TXN0000062839,2,2,2,2,2
TXN0000062925,2,2,2,2,2
TXN0000062931,3,3,3,3,3
TXN0000062936,2,1,1,1,1
TXN0000062942,2,2,2,2,2
TXN0000062944,2,2,2,2,2
TXN0000062945,2,2,2,2,2
TXN0000062952,3,2,2,2,2
TXN0000062955,3,2,2,2,2
TXN0000062960,2,2,2,2,2
TXN0000063005,4,4,4,4,4
TXN0000063014,2,2,2,2,2
TXN0000063028,2,2,2,2,2
TXN0000063031,2,2,2,2,1
TXN0000063039,2,2,2,2,2
TXN0000063126,2,2,2,2,2
TXN0000063131,2,2,2,2,2
TXN0000063203,3,3,3,3,3
TXN0000063204,2,2,2,2,1
TXN0000063228,2,2,2,2,2
TXN0000063253,2,2,2,2,2
TXN0000063264,3,2,2,2,2
TXN0000063301,2,2,2,2,2
TXN0000063319,3,2,2,2,2
TXN0000063323,2,2,2,2,1
TXN0000063330,2,2,2,2,2
TXN0000063355,2,2,2,2,2
TXN0000063375,2,2,2,2,2
TXN0000063377,2,2,2,2,2
TXN0000063381,2,2,2,2,2
TXN0000063382,2,2,2,2,2
TXN0000063391,2,2,2,2,2
TXN0000063399,2,2,2,2,2
TXN0000063418,2,1,1,1,1
TXN0000063460,2,2,2,2,2
TXN0000063496,3,2,2,2,2
TXN0000063501,2,2,2,2,2
TXN0000063535,2,2,2,2,2
TXN0000063537,2,2,2,2,2
TXN0000063542,2,2,2,2,2
TXN0000063559,3,2,2,2,2
TXN0000063589,2,2,2,2,2
TXN0000063591,2,2,2,2,1
TXN0000063602,2,2,2,2,2
TXN0000063626,2,2,2,2,2
TXN0000063628,2,2,2,2,2
TXN0000063679,3,3,3,3,3
TXN0000063729,2,2,2,2,2
TXN0000063753,2,2,2,2,2
TXN0000063773,2,2,2,2,2
TXN0000063784,2,2,2,2,2
TXN0000063800,3,3,3,3,3
TXN0000063816,3,3,3,3,3
TXN0000063818,2,2,2,2,2
TXN0000063824,2,2,2,2,2
TXN0000063830,2,2,2,2,2
TXN0000063837,2,2,2,2,2
TXN0000063838,2,2,2,2,2
TXN0000063842,2,2,2,2,2
TXN0000063848,4,4,4,4,4
TXN0000063859,2,2,2,2,2
TXN0000063864,2,1,1,1,1
TXN0000063891,2,2,2,2,2
TXN0000063892,3,2,2,2,2
TXN0000063906,2,2,2,2,2
TXN0000063914,3,2,2,2,2
TXN0000063935,3,3,3,3,3
TXN0000063953,2,2,2,2,2
TXN0000063963,2,2,2,2,2
TXN0000063999,2,2,2,2,2
TXN0000064017,2,2,2,2,2
TXN0000064019,2,2,2,2,2
TXN0000064058,3,3,3,3,2
TXN0000064091,2,2,2,2,2
TXN0000064101,2,2,2,2,2
TXN0000064117,2,2,2,2,2
TXN0000064118,2,2,2,2,2
TXN0000064122,2,2,2,2,2
TXN0000064174,2,1,1,1,1
TXN0000064203,2,2,2,2,2
TXN0000064241,2,2,2,2,2
TXN0000064242,2,2,2,2,2
TXN0000064260,2,2,2,2,1
TXN0000064265,2,2,2,2,1
TXN0000064273,2,2,2,2,2
TXN0000064310,2,2,2,2,2
TXN0000064324,2,2,2,2,2
TXN0000064334,2,2,2,2,2
TXN0000064353,2,2,2,2,2
TXN0000064354,3,3,3,3,3
TXN0000064361,2,2,2,2,2
TXN0000064403,2,2,2,2,2
TXN0000064422,2,2,2,2,2
TXN0000064423,2,2,2,2,2
TXN0000064445,2,2,2,2,1
TXN0000064446,2,2,2,2,2
TXN0000064462,2,2,2,2,2
TXN0000064474,2,1,1,1,1
TXN0000064483,2,2,2,2,2
TXN0000064509,3,3,3,3,3
TXN0000064546,2,2,2,2,2
TXN0000064552,2,2,2,2,2
TXN0000064554,2,2,2,2,2
TXN0000064563,2,1,1,1,1
TXN0000064567,2,2,2,2,2
TXN0000064603,2,1,1,1,1
TXN0000064616,3,3,3,3,2
TXN0000064634,2,2,2,2,2
TXN0000064655,3,3,3,3,3
TXN0000064702,4,3,3,3,3
TXN0000064712,2,2,2,2,2
TXN0000064714,2,2,2,2,1
TXN0000064757,2,2,2,2,2
TXN0000064758,2,1,1,1,1
TXN0000064772,2,2,2,2,2
TXN0000064852,2,2,2,2,2
TXN0000064862,2,2,2,2,2
TXN0000064882,2,2,2,2,2
TXN0000064884,2,2,2,2,2
TXN0000064895,2,2,2,2,2
TXN0000064927,2,2,2,2,2
TXN0000064983,2,2,2,2,2
TXN0000065011,2,2,2,2,1
TXN0000065022,2,2,2,2,2
TXN0000065027,3,3,3,3,3
TXN0000065042,2,1,1,1,1
TXN0000065081,2,2,2,2,1
TXN0000065087,2,2,2,2,2
TXN0000065088,2,2,2,2,2
TXN0000065093,2,2,2,2,2
TXN0000065113,2,2,2,2,1
TXN0000065168,2,2,2,2,2
TXN0000065174,2,2,2,2,2
TXN0000065178,2,2,2,2,2
TXN0000065181,2,2,2,2,2
TXN0000065193,2,2,2,2,2
TXN0000065195,2,2,2,2,2
TXN0000065210,3,3,3,3,3
TXN0000065213,2,2,2,2,2
TXN0000065248,3,3,3,3,2
TXN0000065268,3,2,2,2,2
TXN0000065271,2,2,2,2,2
TXN0000065275,3,3,3,3,3
TXN0000065285,2,2,2,2,2
TXN0000065288,3,3,3,3,3
TXN0000065290,2,2,2,2,2
TXN0000065298,2,2,2,2,2
TXN0000065315,2,2,2,2,1
TXN0000065357,3,3,3,3,2
TXN0000065383,2,2,2,2,2
TXN0000065394,2,2,2,2,2
TXN0000065420,2,2,2,2,2
TXN0000065437,3,3,3,3,2
TXN0000065451,2,2,2,2,2
TXN0000065459,3,3,3,3,3
TXN0000065467,2,2,2,2,2
TXN0000065475,3,3,3,3,3
TXN0000065478,2,2,2,2,2
TXN0000065480,2,2,2,2,2
TXN0000065481,3,2,2,2,2
TXN0000065514,2,2,2,2,2
TXN0000065545,2,2,2,2,2
TXN0000065565,2,2,2,2,2
TXN0000065574,3,3,3,3,3
TXN0000065673,2,2,2,2,2
TXN0000065676,2,2,2,2,2
TXN0000065710,2,1,1,1,1
TXN0000065713,3,3,3,3,3
TXN0000065717,2,2,2,2,2
TXN0000065723,5,4,4,4,3
TXN0000065757,2,2,2,2,2
TXN0000065767,2,2,2,2,2
TXN0000065781,2,1,1,1,1
TXN0000065787,2,2,2,2,2
TXN0000065797,2,2,2,2,2
TXN0000065805,2,2,2,2,2
TXN0000065824,2,1,1,1,1
TXN0000065836,2,2,2,2,2
TXN0000065882,2,2,2,2,2
TXN0000065892,2,2,2,2,2
TXN0000065917,2,2,2,2,2
TXN0000065957,2,2,2,2,2
TXN0000066012,2,2,2,2,2
TXN0000066043,2,1,1,1,1
TXN0000066061,2,2,2,2,1
TXN0000066110,2,2,2,2,2
TXN0000066120,3,2,2,2,2
TXN0000066123,3,2,2,2,2
TXN0000066124,2,2,2,2,2
TXN0000066149,2,2,2,2,1
TXN0000066159,3,2,2,2,2
TXN0000066171,2,2,2,2,2
TXN0000066184,2,2,2,2,2
TXN0000066223,2,2,2,2,2
TXN0000066252,2,2,2,2,2
TXN0000066351,2,2,2,2,2
TXN0000066386,3,2,2,2,2
TXN0000066432,2,2,2,2,2
TXN0000066458,2,2,2,2,2
TXN0000066462,2,2,2,2,2
TXN0000066463,3,3,3,3,3
TXN0000066493,2,2,2,2,2
TXN0000066536,2,2,2,2,2
TXN0000066537,2,2,2,2,2
TXN0000066558,2,2,2,2,2
TXN0000066564,2,2,2,2,2
TXN0000066565,2,1,1,1,1
TXN0000066571,3,3,3,3,3
TXN0000066573,2,2,2,2,2
TXN0000066605,2,2,2,2,1
TXN0000066607,2,2,2,2,2
TXN0000066662,2,2,2,2,1
TXN0000066679,2,2,2,2,2
TXN0000066682,2,2,2,2,2
TXN0000066727,2,2,2,2,2
TXN0000066757,2,2,2,2,2
TXN0000066786,2,2,2,2,2
TXN0000066837,2,2,2,2,2
TXN0000066849,2,2,2,2,2
TXN0000066906,2,2,2,2,2
TXN0000066915,3,3,3,3,3
TXN0000066938,3,3,3,3,3
TXN0000066948,2,2,2,2,2
TXN0000066952,2,2,2,2,2
TXN0000066972,2,2,2,2,2
TXN0000066976,2,2,2,2,2
TXN0000066986,2,2,2,2,2
TXN0000066987,2,2,2,2,2
TXN0000066995,2,2,2,2,2
TXN0000067016,2,2,2,2,2
TXN0000067033,2,2,2,2,2
TXN0000067037,3,3,3,3,2
TXN0000067059,2,2,2,2,2
TXN0000067089,2,2,2,2,1
TXN0000067096,2,2,2,2,2
TXN0000067100,2,2,2,2,2
TXN0000067114,2,2,2,2,2
TXN0000067135,2,2,2,2,2
TXN0000067155,2,2,2,2,2
TXN0000067166,2,2,2,2,2
TXN0000067173,2,2,2,2,2
TXN0000067174,2,2,2,2,2
TXN0000067204,2,2,2,2,1
TXN0000067211,2,2,2,2,2
TXN0000067221,3,3,3,3,3
TXN0000067227,3,3,3,3,2
TXN0000067235,3,3,3,3,3
TXN0000067241,3,3,3,3,3
TXN0000067249,2,2,2,2,2
TXN0000067257,2,2,2,2,2
TXN0000067264,2,2,2,2,2
TXN0000067271,3,2,2,2,2
TXN0000067295,2,2,2,2,2
TXN0000067308,2,2,2,2,2
TXN0000067329,2,2,2,2,2
TXN0000067332,3,2,2,2,1
TXN0000067344,2,2,2,2,1
TXN0000067386,3,2,2,2,2
TXN0000067387,2,2,2,2,2
TXN0000067389,2,2,2,2,2
TXN0000067390,2,2,2,2,2
TXN0000067395,2,2,2,2,1
TXN0000067412,2,2,2,2,2
TXN0000067415,2,2,2,2,1
TXN0000067423,3,3,3,3,3
TXN0000067426,2,2,2,2,1
TXN0000067436,2,2,2,2,2
TXN0000067465,2,2,2,2,2
TXN0000067487,2,2,2,2,2
TXN0000067496,2,2,2,2,2
TXN0000067538,2,1,1,1,1
TXN0000067540,3,3,3,3,3
TXN0000067557,4,4,4,4,4
TXN0000067566,3,2,2,2,2
TXN0000067570,2,2,2,2,2
TXN0000067577,2,2,2,2,2
TXN0000067641,2,2,2,2,2
TXN0000067652,2,2,2,2,2
TXN0000067667,2,2,2,2,2
TXN0000067669,3,3,3,3,3
TXN0000067671,2,2,2,2,2
TXN0000067673,2,2,2,2,2
TXN0000067703,2,2,2,2,2
TXN0000067731,2,2,2,2,2
TXN0000067738,2,2,2,2,2
TXN0000067754,2,1,1,1,1
TXN0000067784,2,2,2,2,2
TXN0000067787,2,2,2,2,2
TXN0000067793,2,2,2,2,2
TXN0000067799,2,2,2,2,2
TXN0000067805,2,2,2,2,2
TXN0000067865,2,2,2,2,2
TXN0000067873,2,2,2,2,2
TXN0000067877,2,2,2,2,2
TXN0000067883,2,2,2,2,2
TXN0000067901,2,2,2,2,2
TXN0000067907,2,1,1,1,1
TXN0000067956,2,2,2,2,2
TXN0000067958,2,1,1,1,1
TXN0000067962,2,2,2,2,2
TXN0000067995,2,2,2,2,2
TXN0000068001,2,2,2,2,2
TXN0000068005,2,1,1,1,1
TXN0000068008,2,2,2,2,2
TXN0000068025,2,2,2,2,1
TXN0000068027,2,2,2,2,2
TXN0000068047,2,2,2,2,2
TXN0000068054,2,2,2,2,2
TXN0000068057,2,2,2,2,2
TXN0000068059,2,2,2,2,2
TXN0000068070,2,2,2,2,2
TXN0000068096,2,1,1,1,1
TXN0000068161,2,1,1,1,1
TXN0000068162,2,2,2,2,1
TXN0000068186,2,1,1,1,1
TXN0000068197,2,2,2,2,2
TXN0000068205,2,2,2,2,2
TXN0000068239,2,1,1,1,1
TXN0000068240,2,2,2,2,2
TXN0000068250,2,2,2,2,2
TXN0000068258,2,2,2,2,2
TXN0000068286,2,1,1,1,1
TXN0000068287,2,1,1,1,1
TXN0000068298,2,2,2,2,2
TXN0000068327,2,2,2,2,2
TXN0000068343,2,2,2,2,2
TXN0000068350,2,2,2,2,2
TXN0000068353,2,2,2,2,2
TXN0000068372,2,2,2,2,2
TXN0000068373,2,2,2,2,2
TXN0000068380,3,3,3,3,3
TXN0000068397,2,2,2,2,2
TXN0000068408,2,2,2,2,2
TXN0000068436,2,2,2,2,2
TXN0000068443,2,2,2,2,2
TXN0000068521,2,2,2,2,2
TXN0000068540,2,1,1,1,1
TXN0000068541,2,2,2,2,2
TXN0000068589,2,2,2,2,2
TXN0000068612,2,1,1,1,1
TXN0000068625,2,2,2,2,2
TXN0000068629,2,2,2,2,2
TXN0000068673,2,2,2,2,2
TXN0000068687,2,2,2,2,2
TXN0000068692,2,2,2,2,2
TXN0000068694,2,2,2,2,2
TXN0000068701,2,2,2,2,2
TXN0000068706,2,2,2,2,2
TXN0000068716,2,2,2,2,2
TXN0000068745,2,2,2,2,2
TXN0000068755,2,2,2,2,2
TXN0000068800,2,2,2,2,2
TXN0000068805,2,2,2,2,2
TXN0000068842,2,2,2,2,2
TXN0000068853,2,2,2,2,2
TXN0000068896,2,2,2,2,2
TXN0000068909,2,2,2,2,2
TXN0000068912,2,2,2,2,2
TXN0000068920,2,2,2,2,2
TXN0000068940,2,2,2,2,2
TXN0000068952,2,2,2,2,2
TXN0000068956,2,2,2,2,2
TXN0000068991,2,2,2,2,2
TXN0000069007,2,2,2,2,2
TXN0000069011,2,2,2,2,2
TXN0000069019,2,2,2,2,2
TXN0000069038,2,2,2,2,2
TXN0000069040,2,2,2,2,2
TXN0000069075,2,2,2,2,2
TXN0000069091,3,3,3,3,2
TXN0000069150,2,2,2,2,2
TXN0000069172,2,1,1,1,1
TXN0000069212,2,1,1,1,1
TXN0000069260,2,2,2,2,2
TXN0000069286,2,2,2,2,2
TXN0000069308,2,2,2,2,2
TXN0000069326,2,2,2,2,2
TXN0000069342,2,2,2,2,2
TXN0000069351,2,2,2,2,2
TXN0000069363,2,2,2,2,2
TXN0000069385,2,2,2,2,2
TXN0000069410,2,2,2,2,2
TXN0000069458,2,1,1,1,1
TXN0000069471,2,2,2,2,2
TXN0000069477,2,2,2,2,2
TXN0000069493,2,1,1,1,1
TXN0000069531,2,1,1,1,1
TXN0000069538,2,2,2,2,2
TXN0000069576,2,2,2,2,2
TXN0000069581,3,3,3,3,3
TXN0000069582,4,4,4,4,4
TXN0000069585,2,2,2,2,2
TXN0000069590,3,3,3,3,3
TXN0000069594,2,2,2,2,2
TXN0000069628,2,2,2,2,2
TXN0000069663,2,2,2,2,2
TXN0000069680,2,2,2,2,2
TXN0000069683,2,1,1,1,1
TXN0000069748,2,2,2,2,2
TXN0000069779,2,2,2,2,2
TXN0000069780,2,2,2,2,2
TXN0000069796,2,2,2,2,2
TXN0000069813,2,2,2,2,2
TXN0000069823,3,3,3,3,2
TXN0000069825,3,3,3,3,3
TXN0000069826,2,2,2,2,2
TXN0000069849,2,2,2,2,2
TXN0000069852,2,2,2,2,2
TXN0000069857,2,2,2,2,1
TXN0000069861,2,2,2,2,2
TXN0000069882,2,2,2,2,2
TXN0000069884,2,2,2,2,2
TXN0000069886,2,2,2,2,2
TXN0000069927,2,2,2,2,2
TXN0000069948,2,2,2,2,2
TXN0000069965,2,2,2,2,2
TXN0000069967,3,2,2,2,2
TXN0000069980,3,3,3,3,3
TXN0000069984,3,2,2,2,2
