target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,_source_row_number,target_date_standardized,target_month,timestamp_parse_failed,unknown_campaign_flag
TGT0000230,ACC0001429,CMP0000039,2026-04-03,1,SMS,SKIPPED,230,2026-04-03,2026-04,False,False
TGT0000231,ACC0017287,CMP0000066,2026-08-03,6,FIELD,QUEUED,231,2026-08-03,2026-08,False,False
TGT0000232,ACC0029020,CMP0000009,2026-07-17,7,FIELD,CONTACTED,232,2026-07-17,2026-07,False,False
TGT0000233,ACC0013953,CMP0000036,2026-08-06,9,FIELD,SKIPPED,233,2026-08-06,2026-08,False,False
TGT0000234,ACC0016942,CMP0000001,2026-01-28,5,SMS,EXPIRED,234,2026-01-28,2026-01,False,False
TGT0000235,ACC0007650,CMP0000015,2026-05-03,9,FIELD,QUEUED,235,2026-05-03,2026-05,False,False
TGT0000236,ACC0015617,CMP0000039,2026-04-20,1,WHATSAPP,EXPIRED,236,2026-04-20,2026-04,False,False
TGT0000237,ACC0029765,CMP0000023,2026-02-21,2,FIELD,CONTACTED,237,2026-02-21,2026-02,False,False
TGT0000238,ACC0018429,CMP0000092,2026-03-20,8,SMS,QUEUED,238,2026-03-20,2026-03,False,False
TGT0000239,ACC0011523,CMP0000096,2026-01-15,2,WHATSAPP,EXPIRED,239,2026-01-15,2026-01,False,False
TGT0000240,ACC0026929,CMP0000037,2026-01-11,4,FIELD,CONTACTED,240,2026-01-11,2026-01,False,False
TGT0000241,ACC0023776,CMP0000022,2026-03-01,2,WHATSAPP,EXPIRED,241,2026-03-01,2026-03,False,False
TGT0000242,ACC0028547,CMP0000015,2026-03-09,8,FIELD,SKIPPED,242,2026-03-09,2026-03,False,False
TGT0000243,ACC0029940,CMP0000031,2026-04-27,1,SMS,EXPIRED,243,2026-04-27,2026-04,False,False
TGT0000244,ACC0027531,CMP0000010,2026-05-07,1,VOICE,SKIPPED,244,2026-05-07,2026-05,False,False
TGT0000245,ACC0013169,CMP0000046,2026-07-30,3,VOICE,SKIPPED,245,2026-07-30,2026-07,False,False
TGT0000246,ACC0008292,CMP0000038,2026-05-28,4,VOICE,QUEUED,246,2026-05-28,2026-05,False,False
TGT0000247,ACC0005691,CMP0000108,2026-02-02,9,WHATSAPP,CONTACTED,247,2026-02-02,2026-02,False,False
TGT0000248,ACC0022721,CMP0000008,2026-06-24,1,SMS,CONTACTED,248,2026-06-24,2026-06,False,False
TGT0000249,ACC0000613,CMP0000098,2026-06-23,5,FIELD,QUEUED,249,2026-06-23,2026-06,False,False
TGT0000250,ACC0028076,CMP0000002,2026-02-05,7,FIELD,SKIPPED,250,2026-02-05,2026-02,False,False
TGT0000251,ACC0008208,CMP0000093,2026-02-09,8,SMS,SKIPPED,251,2026-02-09,2026-02,False,False
TGT0000252,ACC0028302,CMP0000054,2026-03-30,9,SMS,SKIPPED,252,2026-03-30,2026-03,False,False
TGT0000253,ACC0010121,CMP0000037,2026-03-18,2,FIELD,CONTACTED,253,2026-03-18,2026-03,False,False
TGT0000254,ACC0025298,CMP0000018,2026-01-26,3,SMS,CONTACTED,254,2026-01-26,2026-01,False,False
TGT0000255,ACC0009553,CMP0000048,2026-03-12,9,VOICE,SKIPPED,255,2026-03-12,2026-03,False,False
TGT0000256,ACC0002798,CMP0000080,2026-08-03,3,WHATSAPP,SKIPPED,256,2026-08-03,2026-08,False,False
TGT0000257,ACC0008095,CMP0000086,2026-01-18,4,SMS,EXPIRED,257,2026-01-18,2026-01,False,False
TGT0000258,ACC0026631,CMP0000112,2026-05-15,6,VOICE,EXPIRED,258,2026-05-15,2026-05,False,False
TGT0000259,ACC0012226,CMP0000115,2026-05-27,8,SMS,QUEUED,259,2026-05-27,2026-05,False,False
TGT0000260,ACC0016915,CMP0000063,2026-07-27,1,WHATSAPP,QUEUED,260,2026-07-27,2026-07,False,False
TGT0000261,ACC0013679,CMP0000046,2026-05-03,4,WHATSAPP,EXPIRED,261,2026-05-03,2026-05,False,False
TGT0000262,ACC0021056,CMP0000118,2026-04-11,10,FIELD,CONTACTED,262,2026-04-11,2026-04,False,False
TGT0000263,ACC0008862,CMP0000072,2026-04-16,7,VOICE,CONTACTED,263,2026-04-16,2026-04,False,False
TGT0000264,ACC0014339,CMP0000075,2026-04-22,3,WHATSAPP,EXPIRED,264,2026-04-22,2026-04,False,False
TGT0000265,ACC0019859,CMP0000073,2026-01-20,5,FIELD,EXPIRED,265,2026-01-20,2026-01,False,False
TGT0000266,ACC0010858,CMP0000069,2026-04-27,3,SMS,CONTACTED,266,2026-04-27,2026-04,False,False
TGT0000267,ACC0011200,CMP0000085,2026-01-20,10,WHATSAPP,CONTACTED,267,2026-01-20,2026-01,False,False
TGT0000268,ACC0013131,CMP0000117,2026-03-29,1,WHATSAPP,EXPIRED,268,2026-03-29,2026-03,False,False
TGT0000269,ACC0010987,CMP0000036,2026-06-19,3,WHATSAPP,SKIPPED,269,2026-06-19,2026-06,False,False
TGT0000270,ACC0005120,CMP0000017,2026-01-26,5,SMS,CONTACTED,270,2026-01-26,2026-01,False,False
TGT0000271,ACC0021912,CMP0000010,2026-06-21,5,VOICE,CONTACTED,271,2026-06-21,2026-06,False,False
TGT0000272,ACC0025804,CMP0000036,2026-05-28,4,VOICE,SKIPPED,272,2026-05-28,2026-05,False,False
TGT0000273,ACC0008640,CMP0000080,2026-03-14,9,FIELD,EXPIRED,273,2026-03-14,2026-03,False,False
TGT0000274,ACC0007920,CMP0000110,2026-04-09,5,VOICE,CONTACTED,274,2026-04-09,2026-04,False,False
TGT0000275,ACC0016685,CMP0000081,2026-06-27,5,VOICE,QUEUED,275,2026-06-27,2026-06,False,False
TGT0000276,ACC0019537,CMP0000099,2026-08-02,1,WHATSAPP,EXPIRED,276,2026-08-02,2026-08,False,False
TGT0000277,ACC0006027,CMP0000065,2026-05-27,5,FIELD,SKIPPED,277,2026-05-27,2026-05,False,False
TGT0000278,ACC0020697,CMP0000051,2026-08-08,1,SMS,CONTACTED,278,2026-08-08,2026-08,False,False
TGT0000279,ACC0001287,CMP0000091,2026-05-21,4,VOICE,EXPIRED,279,2026-05-21,2026-05,False,False
TGT0000280,ACC0019201,CMP0000090,2026-01-29,6,SMS,EXPIRED,280,2026-01-29,2026-01,False,False
TGT0000281,ACC0010087,CMP0000049,2026-01-05,6,FIELD,EXPIRED,281,2026-01-05,2026-01,False,False
TGT0000282,ACC0016377,CMP0000053,2026-04-17,1,FIELD,EXPIRED,282,2026-04-17,2026-04,False,False
TGT0000283,ACC0011913,CMP0000112,2026-05-06,10,WHATSAPP,CONTACTED,283,2026-05-06,2026-05,False,False
TGT0000284,ACC0011166,CMP0000014,2026-04-09,4,SMS,SKIPPED,284,2026-04-09,2026-04,False,False
TGT0000285,ACC0015770,CMP0000100,2026-01-26,3,SMS,SKIPPED,285,2026-01-26,2026-01,False,False
TGT0000286,ACC0004927,CMP0000064,2026-05-14,5,WHATSAPP,SKIPPED,286,2026-05-14,2026-05,False,False
TGT0000287,ACC0018874,CMP0000120,2026-04-09,5,SMS,EXPIRED,287,2026-04-09,2026-04,False,False
TGT0000288,ACC0005110,CMP0000083,2026-08-07,1,WHATSAPP,CONTACTED,288,2026-08-07,2026-08,False,False
TGT0000289,ACC0006888,CMP0000095,2026-01-01,8,WHATSAPP,SKIPPED,289,2026-01-01,2026-01,False,False
TGT0000290,ACC0000393,CMP0000052,2026-01-09,4,FIELD,CONTACTED,290,2026-01-09,2026-01,False,False
TGT0000291,ACC0007187,CMP0000061,2026-03-31,2,FIELD,SKIPPED,291,2026-03-31,2026-03,False,False
TGT0000292,ACC0007133,CMP0000115,2026-03-24,5,FIELD,QUEUED,292,2026-03-24,2026-03,False,False
TGT0000293,ACC0024608,CMP0000057,2026-07-27,8,WHATSAPP,SKIPPED,293,2026-07-27,2026-07,False,False
TGT0000294,ACC0004654,CMP0000119,2026-05-11,1,WHATSAPP,SKIPPED,294,2026-05-11,2026-05,False,False
TGT0000295,ACC0021323,CMP0000023,2026-04-29,3,FIELD,QUEUED,295,2026-04-29,2026-04,False,False
TGT0000296,ACC0022050,CMP0000017,2026-08-04,6,VOICE,EXPIRED,296,2026-08-04,2026-08,False,False
TGT0000297,ACC0000274,CMP0000033,2026-03-05,1,SMS,SKIPPED,297,2026-03-05,2026-03,False,False
TGT0000298,ACC0007657,CMP0000120,2026-03-29,3,FIELD,QUEUED,298,2026-03-29,2026-03,False,False
TGT0000299,ACC0010310,CMP0000097,2026-04-04,10,WHATSAPP,QUEUED,299,2026-04-04,2026-04,False,False
TGT0000300,ACC0007970,CMP0000012,2026-05-27,10,FIELD,QUEUED,300,2026-05-27,2026-05,False,False
TGT0000301,ACC0015923,CMP0000059,2026-03-17,6,FIELD,QUEUED,301,2026-03-17,2026-03,False,False
TGT0000302,ACC0010507,CMP0000101,2026-01-16,1,SMS,SKIPPED,302,2026-01-16,2026-01,False,False
TGT0000303,ACC0023601,CMP0000116,2026-06-13,4,FIELD,SKIPPED,303,2026-06-13,2026-06,False,False
TGT0000304,ACC0002571,CMP0000002,2026-05-20,9,VOICE,EXPIRED,304,2026-05-20,2026-05,False,False
TGT0000305,ACC0009736,CMP0000107,2026-07-21,10,SMS,EXPIRED,305,2026-07-21,2026-07,False,False
TGT0000306,ACC0029053,CMP0000119,2026-04-23,5,SMS,EXPIRED,306,2026-04-23,2026-04,False,False
TGT0000307,ACC0015737,CMP0000039,2026-07-03,6,FIELD,QUEUED,307,2026-07-03,2026-07,False,False
TGT0000308,ACC0001145,CMP0000062,2026-05-05,5,FIELD,QUEUED,308,2026-05-05,2026-05,False,False
TGT0000309,ACC0010138,CMP0000023,2026-03-25,7,FIELD,EXPIRED,309,2026-03-25,2026-03,False,False
TGT0000310,ACC0022073,CMP0000030,2026-01-06,1,VOICE,CONTACTED,310,2026-01-06,2026-01,False,False
TGT0000311,ACC0007614,CMP0000082,2026-04-09,1,FIELD,SKIPPED,311,2026-04-09,2026-04,False,False
TGT0000312,ACC0026437,CMP0000085,2026-06-20,6,VOICE,CONTACTED,312,2026-06-20,2026-06,False,False
TGT0000313,ACC0021770,CMP0000069,2026-07-21,8,VOICE,CONTACTED,313,2026-07-21,2026-07,False,False
TGT0000314,ACC0017448,CMP0000104,2026-06-19,5,SMS,CONTACTED,314,2026-06-19,2026-06,False,False
TGT0000315,ACC0006210,CMP0000112,2026-07-21,7,WHATSAPP,EXPIRED,315,2026-07-21,2026-07,False,False
TGT0000316,ACC0019422,CMP0000080,2026-08-04,7,FIELD,CONTACTED,316,2026-08-04,2026-08,False,False
TGT0000317,ACC0010473,CMP0000004,2026-07-29,8,FIELD,SKIPPED,317,2026-07-29,2026-07,False,False
TGT0000318,ACC0010100,CMP0000025,2026-07-15,4,FIELD,EXPIRED,318,2026-07-15,2026-07,False,False
TGT0000319,ACC0000753,CMP0000085,2026-03-09,3,VOICE,QUEUED,319,2026-03-09,2026-03,False,False
TGT0000320,ACC0015458,CMP0000047,2026-04-19,7,VOICE,SKIPPED,320,2026-04-19,2026-04,False,False
TGT0000321,ACC0006803,CMP0000104,2026-07-08,7,FIELD,SKIPPED,321,2026-07-08,2026-07,False,False
TGT0000322,ACC0023053,CMP0000037,2026-04-17,3,SMS,SKIPPED,322,2026-04-17,2026-04,False,False
TGT0000323,ACC0018430,CMP0000089,2026-01-09,6,SMS,CONTACTED,323,2026-01-09,2026-01,False,False
TGT0000324,ACC0002348,CMP0000079,2026-03-11,1,VOICE,CONTACTED,324,2026-03-11,2026-03,False,False
TGT0000325,ACC0028231,CMP0000068,2026-05-07,5,FIELD,EXPIRED,325,2026-05-07,2026-05,False,False
TGT0000326,ACC0029942,CMP0000013,2026-05-04,8,VOICE,EXPIRED,326,2026-05-04,2026-05,False,False
TGT0000327,ACC0011097,CMP0000009,2026-02-28,9,VOICE,QUEUED,327,2026-02-28,2026-02,False,False
TGT0000328,ACC0004739,CMP0000041,2026-08-07,2,WHATSAPP,SKIPPED,328,2026-08-07,2026-08,False,False
TGT0000329,ACC0008108,CMP0000073,2026-06-22,3,WHATSAPP,EXPIRED,329,2026-06-22,2026-06,False,False
TGT0000330,ACC0003928,CMP0000103,2026-06-11,7,VOICE,QUEUED,330,2026-06-11,2026-06,False,False
TGT0000331,ACC0002297,CMP0000014,2026-06-29,5,WHATSAPP,QUEUED,331,2026-06-29,2026-06,False,False
TGT0000332,ACC0012680,CMP0000050,2026-05-24,9,FIELD,EXPIRED,332,2026-05-24,2026-05,False,False
TGT0000333,ACC0013411,CMP0000078,2026-03-24,3,FIELD,CONTACTED,333,2026-03-24,2026-03,False,False
TGT0000334,ACC0017694,CMP0000119,2026-05-11,6,WHATSAPP,CONTACTED,334,2026-05-11,2026-05,False,False
TGT0000335,ACC0013537,CMP0000120,2026-02-27,5,VOICE,CONTACTED,335,2026-02-27,2026-02,False,False
TGT0000336,ACC0012572,CMP0000079,2026-03-28,3,FIELD,QUEUED,336,2026-03-28,2026-03,False,False
TGT0000337,ACC0016567,CMP0000026,2026-02-23,4,SMS,EXPIRED,337,2026-02-23,2026-02,False,False
TGT0000338,ACC0018347,CMP0000081,2026-01-19,10,VOICE,EXPIRED,338,2026-01-19,2026-01,False,False
TGT0000339,ACC0003872,CMP0000042,2026-01-15,1,SMS,QUEUED,339,2026-01-15,2026-01,False,False
TGT0000340,ACC0027370,CMP0000051,2026-04-11,9,SMS,EXPIRED,340,2026-04-11,2026-04,False,False
TGT0000341,ACC0009822,CMP0000072,2026-05-13,7,VOICE,QUEUED,341,2026-05-13,2026-05,False,False
TGT0000342,ACC0013849,CMP0000063,2026-02-13,1,FIELD,CONTACTED,342,2026-02-13,2026-02,False,False
TGT0000343,ACC0004283,CMP0000106,2026-04-09,10,FIELD,CONTACTED,343,2026-04-09,2026-04,False,False
TGT0000344,ACC0027125,CMP0000025,2026-07-20,6,VOICE,EXPIRED,344,2026-07-20,2026-07,False,False
TGT0000345,ACC0008641,CMP0000090,2026-01-06,7,FIELD,EXPIRED,345,2026-01-06,2026-01,False,False
TGT0000346,ACC0021380,CMP0000106,2026-03-14,5,SMS,EXPIRED,346,2026-03-14,2026-03,False,False
TGT0000347,ACC0014583,CMP0000101,2026-08-07,8,FIELD,QUEUED,347,2026-08-07,2026-08,False,False
TGT0000348,ACC0001153,CMP0000097,2026-04-24,4,FIELD,CONTACTED,348,2026-04-24,2026-04,False,False
TGT0000349,ACC0016015,CMP0000096,2026-07-14,1,WHATSAPP,SKIPPED,349,2026-07-14,2026-07,False,False
TGT0000350,ACC0026221,CMP0000037,2026-02-11,8,WHATSAPP,EXPIRED,350,2026-02-11,2026-02,False,False
TGT0000351,ACC0009282,CMP0000077,2026-07-08,1,SMS,QUEUED,351,2026-07-08,2026-07,False,False
TGT0000352,ACC0000717,CMP0000063,2026-05-15,7,WHATSAPP,EXPIRED,352,2026-05-15,2026-05,False,False
TGT0000353,ACC0007472,CMP0000099,2026-01-03,1,SMS,QUEUED,353,2026-01-03,2026-01,False,False
TGT0000354,ACC0005421,CMP0000062,2026-02-07,4,VOICE,EXPIRED,354,2026-02-07,2026-02,False,False
TGT0000355,ACC0002383,CMP0000085,2026-05-16,4,VOICE,SKIPPED,355,2026-05-16,2026-05,False,False
TGT0000356,ACC0018170,CMP0000101,2026-02-09,5,VOICE,EXPIRED,356,2026-02-09,2026-02,False,False
TGT0000357,ACC0029131,CMP0000081,2026-04-10,4,SMS,SKIPPED,357,2026-04-10,2026-04,False,False
TGT0000358,ACC0016162,CMP0000094,2026-05-05,2,WHATSAPP,CONTACTED,358,2026-05-05,2026-05,False,False
TGT0000359,ACC0011092,CMP0000011,2026-03-11,8,VOICE,QUEUED,359,2026-03-11,2026-03,False,False
TGT0000360,ACC0027999,CMP0000058,2026-06-19,1,VOICE,SKIPPED,360,2026-06-19,2026-06,False,False
TGT0000361,ACC0011101,CMP0000011,2026-04-28,6,SMS,QUEUED,361,2026-04-28,2026-04,False,False
TGT0000362,ACC0013720,CMP0000076,2026-03-06,8,FIELD,EXPIRED,362,2026-03-06,2026-03,False,False
TGT0000363,ACC0002247,CMP0000030,2026-05-01,7,VOICE,QUEUED,363,2026-05-01,2026-05,False,False
TGT0000364,ACC0001707,CMP0000066,2026-04-19,1,FIELD,QUEUED,364,2026-04-19,2026-04,False,False
TGT0000365,ACC0021803,CMP0000050,2026-07-30,7,FIELD,QUEUED,365,2026-07-30,2026-07,False,False
TGT0000366,ACC0013682,CMP0000059,2026-07-11,6,VOICE,CONTACTED,366,2026-07-11,2026-07,False,False
TGT0000367,ACC0012047,CMP0000014,2026-02-14,2,VOICE,SKIPPED,367,2026-02-14,2026-02,False,False
TGT0000368,ACC0027234,CMP0000007,2026-04-20,3,WHATSAPP,EXPIRED,368,2026-04-20,2026-04,False,False
TGT0000369,ACC0026557,CMP0000008,2026-05-16,4,VOICE,QUEUED,369,2026-05-16,2026-05,False,False
TGT0000370,ACC0009769,CMP0000113,2026-08-08,3,FIELD,QUEUED,370,2026-08-08,2026-08,False,False
TGT0000371,ACC0011192,CMP0000023,2026-05-01,8,WHATSAPP,SKIPPED,371,2026-05-01,2026-05,False,False
TGT0000372,ACC0026121,CMP0000030,2026-07-21,3,WHATSAPP,SKIPPED,372,2026-07-21,2026-07,False,False
TGT0000373,ACC0007871,CMP0000010,2026-01-01,5,VOICE,QUEUED,373,2026-01-01,2026-01,False,False
TGT0000374,ACC0021938,CMP0000054,2026-06-22,1,WHATSAPP,QUEUED,374,2026-06-22,2026-06,False,False
TGT0000375,ACC0021922,CMP0000092,2026-02-16,2,SMS,CONTACTED,375,2026-02-16,2026-02,False,False
TGT0000376,ACC0008134,CMP0000022,2026-03-17,9,WHATSAPP,EXPIRED,376,2026-03-17,2026-03,False,False
TGT0000377,ACC0016568,CMP0000080,2026-03-02,9,SMS,CONTACTED,377,2026-03-02,2026-03,False,False
TGT0000378,ACC0027710,CMP0000098,2026-08-02,6,VOICE,EXPIRED,378,2026-08-02,2026-08,False,False
TGT0000379,ACC0003007,CMP0000051,2026-01-23,9,SMS,EXPIRED,379,2026-01-23,2026-01,False,False
TGT0000380,ACC0012238,CMP0000027,2026-06-07,5,WHATSAPP,CONTACTED,380,2026-06-07,2026-06,False,False
TGT0000381,ACC0017400,CMP0000049,2026-08-02,10,FIELD,CONTACTED,381,2026-08-02,2026-08,False,False
TGT0000382,ACC0023678,CMP0000104,2026-02-15,1,VOICE,EXPIRED,382,2026-02-15,2026-02,False,False
TGT0000383,ACC0004507,CMP0000113,2026-03-28,2,WHATSAPP,SKIPPED,383,2026-03-28,2026-03,False,False
TGT0000384,ACC0008954,CMP0000027,2026-05-15,2,WHATSAPP,QUEUED,384,2026-05-15,2026-05,False,False
TGT0000385,ACC0025421,CMP0000083,2026-01-21,7,WHATSAPP,QUEUED,385,2026-01-21,2026-01,False,False
TGT0000386,ACC0001474,CMP0000072,2026-03-03,9,SMS,SKIPPED,386,2026-03-03,2026-03,False,False
TGT0000387,ACC0019413,CMP0000110,2026-08-06,7,WHATSAPP,CONTACTED,387,2026-08-06,2026-08,False,False
TGT0000388,ACC0026134,CMP0000032,2026-01-23,5,FIELD,CONTACTED,388,2026-01-23,2026-01,False,False
TGT0000389,ACC0013695,CMP0000105,2026-05-24,7,FIELD,QUEUED,389,2026-05-24,2026-05,False,False
TGT0000390,ACC0015774,CMP0000052,2026-08-02,9,VOICE,QUEUED,390,2026-08-02,2026-08,False,False
TGT0000391,ACC0016861,CMP0000105,2026-07-25,6,VOICE,QUEUED,391,2026-07-25,2026-07,False,False
TGT0000392,ACC0003187,CMP0000096,2026-04-28,8,VOICE,CONTACTED,392,2026-04-28,2026-04,False,False
TGT0000393,ACC0017239,CMP0000058,2026-03-22,8,SMS,SKIPPED,393,2026-03-22,2026-03,False,False
TGT0000394,ACC0023836,CMP0000035,2026-02-10,7,SMS,EXPIRED,394,2026-02-10,2026-02,False,False
TGT0000395,ACC0019784,CMP0000023,2026-03-31,1,FIELD,SKIPPED,395,2026-03-31,2026-03,False,False
TGT0000396,ACC0000814,CMP0000115,2026-03-22,1,VOICE,EXPIRED,396,2026-03-22,2026-03,False,False
TGT0000397,ACC0019548,CMP0000012,2026-01-28,6,FIELD,CONTACTED,397,2026-01-28,2026-01,False,False
TGT0000398,ACC0027609,CMP0000090,2026-05-30,3,VOICE,SKIPPED,398,2026-05-30,2026-05,False,False
TGT0000399,ACC0012927,CMP0000033,2026-05-30,4,FIELD,SKIPPED,399,2026-05-30,2026-05,False,False
TGT0000400,ACC0011995,CMP0000065,2026-07-21,6,WHATSAPP,QUEUED,400,2026-07-21,2026-07,False,False
TGT0000401,ACC0017019,CMP0000027,2026-01-14,2,SMS,CONTACTED,401,2026-01-14,2026-01,False,False
TGT0000402,ACC0017520,CMP0000089,2026-02-10,7,WHATSAPP,CONTACTED,402,2026-02-10,2026-02,False,False
TGT0000403,ACC0002618,CMP0000082,2026-03-17,1,VOICE,SKIPPED,403,2026-03-17,2026-03,False,False
TGT0000404,ACC0027901,CMP0000022,2026-05-11,4,SMS,EXPIRED,404,2026-05-11,2026-05,False,False
TGT0000405,ACC0010605,CMP0000003,2026-08-02,8,SMS,QUEUED,405,2026-08-02,2026-08,False,False
TGT0000406,ACC0019605,CMP0000059,2026-02-02,9,VOICE,QUEUED,406,2026-02-02,2026-02,False,False
TGT0000407,ACC0006742,CMP0000078,2026-06-27,5,VOICE,QUEUED,407,2026-06-27,2026-06,False,False
TGT0000408,ACC0010649,CMP0000069,2026-01-05,4,WHATSAPP,CONTACTED,408,2026-01-05,2026-01,False,False
TGT0000409,ACC0015781,CMP0000090,2026-03-22,4,SMS,CONTACTED,409,2026-03-22,2026-03,False,False
TGT0000410,ACC0020334,CMP0000014,2026-04-27,4,VOICE,SKIPPED,410,2026-04-27,2026-04,False,False
TGT0000411,ACC0027320,CMP0000114,2026-02-19,4,SMS,CONTACTED,411,2026-02-19,2026-02,False,False
TGT0000412,ACC0029209,CMP0000012,2026-01-17,9,FIELD,SKIPPED,412,2026-01-17,2026-01,False,False
TGT0000413,ACC0020354,CMP0000049,2026-07-10,1,FIELD,QUEUED,413,2026-07-10,2026-07,False,False
TGT0000414,ACC0016586,CMP0000092,2026-05-10,8,WHATSAPP,QUEUED,414,2026-05-10,2026-05,False,False
TGT0000415,ACC0008627,CMP0000070,2026-03-04,6,SMS,SKIPPED,415,2026-03-04,2026-03,False,False
TGT0000416,ACC0024694,CMP0000034,2026-08-05,2,VOICE,QUEUED,416,2026-08-05,2026-08,False,False
TGT0000417,ACC0021048,CMP0000022,2026-02-01,3,SMS,EXPIRED,417,2026-02-01,2026-02,False,False
TGT0000418,ACC0013311,CMP0000063,2026-01-28,8,WHATSAPP,CONTACTED,418,2026-01-28,2026-01,False,False
TGT0000419,ACC0022004,CMP0000085,2026-02-21,4,VOICE,EXPIRED,419,2026-02-21,2026-02,False,False
TGT0000420,ACC0012715,CMP0000087,2026-01-17,6,WHATSAPP,CONTACTED,420,2026-01-17,2026-01,False,False
TGT0000421,ACC0012150,CMP0000002,2026-03-22,7,FIELD,QUEUED,421,2026-03-22,2026-03,False,False
TGT0000422,ACC0004686,CMP0000096,2026-02-10,9,SMS,CONTACTED,422,2026-02-10,2026-02,False,False
TGT0000423,ACC0020737,CMP0000090,2026-02-12,9,SMS,CONTACTED,423,2026-02-12,2026-02,False,False
TGT0000424,ACC0009087,CMP0000080,2026-06-13,3,WHATSAPP,SKIPPED,424,2026-06-13,2026-06,False,False
TGT0000425,ACC0020396,CMP0000100,2026-02-15,8,VOICE,CONTACTED,425,2026-02-15,2026-02,False,False
TGT0000426,ACC0012666,CMP0000003,2026-05-30,10,VOICE,QUEUED,426,2026-05-30,2026-05,False,False
TGT0000427,ACC0018132,CMP0000090,2026-05-29,5,SMS,CONTACTED,427,2026-05-29,2026-05,False,False
TGT0000428,ACC0015719,CMP0000038,2026-01-02,1,FIELD,EXPIRED,428,2026-01-02,2026-01,False,False
TGT0000429,ACC0028173,CMP0000089,2026-06-12,7,SMS,SKIPPED,429,2026-06-12,2026-06,False,False
TGT0000430,ACC0023197,CMP0000007,2026-02-14,3,SMS,QUEUED,430,2026-02-14,2026-02,False,False
TGT0000431,ACC0027885,CMP0000106,2026-07-12,1,FIELD,QUEUED,431,2026-07-12,2026-07,False,False
TGT0000432,ACC0015640,CMP0000039,2026-05-24,5,VOICE,EXPIRED,432,2026-05-24,2026-05,False,False
TGT0000433,ACC0013209,CMP0000069,2026-04-01,8,FIELD,QUEUED,433,2026-04-01,2026-04,False,False
TGT0000434,ACC0013884,CMP0000034,2026-03-03,3,FIELD,QUEUED,434,2026-03-03,2026-03,False,False
TGT0000435,ACC0020411,CMP0000036,2026-03-02,1,VOICE,CONTACTED,435,2026-03-02,2026-03,False,False
TGT0000436,ACC0006119,CMP0000085,2026-08-05,4,SMS,CONTACTED,436,2026-08-05,2026-08,False,False
TGT0000437,ACC0002381,CMP0000093,2026-01-30,7,SMS,EXPIRED,437,2026-01-30,2026-01,False,False
TGT0000438,ACC0004984,CMP0000001,2026-06-07,6,SMS,EXPIRED,438,2026-06-07,2026-06,False,False
TGT0000439,ACC0025570,CMP0000005,2026-07-09,6,VOICE,EXPIRED,439,2026-07-09,2026-07,False,False
TGT0000440,ACC0009333,CMP0000036,2026-04-24,5,WHATSAPP,CONTACTED,440,2026-04-24,2026-04,False,False
TGT0000441,ACC0002837,CMP0000082,2026-01-07,6,FIELD,CONTACTED,441,2026-01-07,2026-01,False,False
TGT0000442,ACC0004264,CMP0000083,2026-03-05,6,SMS,CONTACTED,442,2026-03-05,2026-03,False,False
TGT0000443,ACC0026475,CMP0000018,2026-08-06,1,WHATSAPP,QUEUED,443,2026-08-06,2026-08,False,False
TGT0000444,ACC0011172,CMP0000054,2026-07-15,5,VOICE,CONTACTED,444,2026-07-15,2026-07,False,False
TGT0000445,ACC0012789,CMP0000074,2026-04-14,8,FIELD,QUEUED,445,2026-04-14,2026-04,False,False
TGT0000446,ACC0022589,CMP0000044,2026-01-02,9,VOICE,QUEUED,446,2026-01-02,2026-01,False,False
TGT0000447,ACC0008608,CMP0000111,2026-05-30,3,WHATSAPP,SKIPPED,447,2026-05-30,2026-05,False,False
TGT0000448,ACC0009143,CMP0000032,2026-07-07,6,FIELD,EXPIRED,448,2026-07-07,2026-07,False,False
TGT0000449,ACC0024405,CMP0000011,2026-01-24,1,SMS,QUEUED,449,2026-01-24,2026-01,False,False
TGT0000450,ACC0026176,CMP0000119,2026-04-15,5,WHATSAPP,SKIPPED,450,2026-04-15,2026-04,False,False
TGT0000451,ACC0028959,CMP0000066,2026-04-11,2,SMS,QUEUED,451,2026-04-11,2026-04,False,False
TGT0000452,ACC0022130,CMP0000065,2026-01-28,7,SMS,SKIPPED,452,2026-01-28,2026-01,False,False
TGT0000453,ACC0006293,CMP0000079,2026-05-07,8,WHATSAPP,SKIPPED,453,2026-05-07,2026-05,False,False
TGT0000454,ACC0016230,CMP0000057,2026-03-16,6,VOICE,EXPIRED,454,2026-03-16,2026-03,False,False
TGT0000455,ACC0013845,CMP0000073,2026-07-09,7,WHATSAPP,EXPIRED,455,2026-07-09,2026-07,False,False
TGT0000456,ACC0011178,CMP0000062,2026-03-26,8,WHATSAPP,QUEUED,456,2026-03-26,2026-03,False,False
TGT0000457,ACC0013317,CMP0000077,2026-06-22,1,WHATSAPP,CONTACTED,457,2026-06-22,2026-06,False,False
TGT0000458,ACC0001856,CMP0000033,2026-05-29,2,SMS,QUEUED,458,2026-05-29,2026-05,False,False
TGT0000459,ACC0026927,CMP0000069,2026-01-24,10,VOICE,CONTACTED,459,2026-01-24,2026-01,False,False
TGT0000460,ACC0023076,CMP0000052,2026-04-06,2,VOICE,EXPIRED,460,2026-04-06,2026-04,False,False
